CLI_CONFIG_ID,RELEASE_CONFIG_ID,FW_TYPE,TITLE,FLASH_VENDOR,FLASH_GEOMETRY,FLASH_TYPE,FLASH_PN,PACKAGE_TYPE,PACKAGE_COUNT,PACKAGE_DENSITY,PACKAGE_DIE_COUNT,CAPACITY_RAW,CAPACITY_USER,512_LBA_COUNT,512+DIF_LBA_COUNT,520_LBA_COUNT,524_LBA_COUNT,528_LBA_COUNT,4096_LBA_COUNT,4096+DIF_LBA_COUNT,NON_512BYTE_SECTOR_SIZE,RAISE_ON,VERSION_DEMO,VERSION_RELEASE,TOPO_ID,SATA_SPEED,WRITE_IOPS,FW_FUSE,INDUSTRIAL_FEATURES,CLI_BUILD_ID,RELEASE_BUILD_ID,VALID_FLAG,RELEASE_STATUS,FW_WORKSHEET,VALIDATED,ASIC_SUPPORT
C22119,22119,SF-2281,SF-2281 60GB Toshiba32 SLC BGA 8xTH58TAG6S2FBA89,Toshiba,32,SLC,TH58TAG6S2FBA89,BGA,8,64,QDP,64,60,117231408,,,,,,,No,Yes,RC2,MP2,2Q-4C-1D-4L,6,20000,FC00,No,PP-C00473,PP-R00473,Y,External,Universal,2,B01
C22120,22120,SF-2281,SF-2281 64GB Toshiba32 SLC BGA 8xTH58TAG6S2FBA89 (RAISE OFF),Toshiba,32,SLC,TH58TAG6S2FBA89,BGA,8,64,QDP,64,64,125045424,,,,,,,No,No,RC2,MP2,2Q-4C-1D-4L,6,20000,FC00,No,PP-C00473,PP-R00473,Y,External,Universal,2,B01
C22121,22121,SF-2281,SF-2281 90GB Toshiba32 SLC BGA 12xTH58TAG6S2FBA89,Toshiba,32,SLC,TH58TAG6S2FBA89,BGA,12,64,QDP,96,90,175836528,,,,,,,No,Yes,MP1p1,MP2,2Q-8C-1D-3L,6,20000,FC00,No,PP-C00474,PP-R00474,Y,External,Universal,0,B01
C22122,22122,SF-2281,SF-2281 96GB Toshiba32 SLC BGA 12xTH58TAG6S2FBA89 (RAISE OFF),Toshiba,32,SLC,TH58TAG6S2FBA89,BGA,12,64,QDP,96,96,187557552,,,,,,,No,No,MP1p1,MP2,2Q-8C-1D-3L,6,20000,FC00,No,PP-C00474,PP-R00474,Y,External,Universal,0,B01
C22123,22123,SF-2281,SF-2281 120GB Toshiba32 SLC BGA 16xTH58TAG6S2FBA89,Toshiba,32,SLC,TH58TAG6S2FBA89,BGA,16,64,QDP,128,120,234441648,,,,,,,No,Yes,RC2,MP2,2Q-8C-1D-4L,6,20000,FC00,No,PP-C00475,PP-R00475,Y,External,Universal,2,B01
C22124,22124,SF-2281,SF-2281 128GB Toshiba32 SLC BGA 16xTH58TAG6S2FBA89 (RAISE OFF),Toshiba,32,SLC,TH58TAG6S2FBA89,BGA,16,64,QDP,128,128,250069680,,,,,,,No,No,RC2,MP2,2Q-8C-1D-4L,6,20000,FC00,No,PP-C00475,PP-R00475,Y,External,Universal,2,B01
C22125,22125,SF-2281,SF-2281 45GB Toshiba32 SLC BGA 3xTH58TAG7S2FBA89,Toshiba,32,SLC,TH58TAG7S2FBA89,BGA,3,128,8DP,48,45,87928848,,,,,,,No,Yes,MP1p1,MP2,2Q-2C-2D-3L,6,20000,FC00,No,PP-C00476,PP-R00476,Y,External,Universal,0,B01
C22126,22126,SF-2281,SF-2281 48GB Toshiba32 SLC BGA 3xTH58TAG7S2FBA89 (RAISE OFF),Toshiba,32,SLC,TH58TAG7S2FBA89,BGA,3,128,8DP,48,48,93789360,,,,,,,No,No,MP1p1,MP2,2Q-2C-2D-3L,6,20000,FC00,No,PP-C00476,PP-R00476,Y,External,Universal,1,B01
C22127,22127,SF-2281,SF-2281 60GB Toshiba32 SLC BGA 4xTH58TAG7S2FBA89,Toshiba,32,SLC,TH58TAG7S2FBA89,BGA,4,128,8DP,64,60,117231408,,,,,,,No,Yes,RC2,MP2,2Q-2C-2D-4L,6,20000,FC00,No,PP-C00477,PP-R00477,Y,External,Universal,2,B01
C22128,22128,SF-2281,SF-2281 64GB Toshiba32 SLC BGA 4xTH58TAG7S2FBA89 (RAISE OFF),Toshiba,32,SLC,TH58TAG7S2FBA89,BGA,4,128,8DP,64,64,125045424,,,,,,,No,No,RC2,MP2,2Q-2C-2D-4L,6,20000,FC00,No,PP-C00477,PP-R00477,Y,External,Universal,2,B01
C22129,22129,SF-2281,SF-2281 90GB Toshiba32 SLC BGA 6xTH58TAG7S2FBA89,Toshiba,32,SLC,TH58TAG7S2FBA89,BGA,6,128,8DP,96,90,175836528,,,,,,,No,Yes,MP1p1,MP2,2Q-4C-2D-3L,6,20000,FC00,No,PP-C00478,PP-R00478,Y,External,Universal,0,B01
C22130,22130,SF-2281,SF-2281 96GB Toshiba32 SLC BGA 6xTH58TAG7S2FBA89 (RAISE OFF),Toshiba,32,SLC,TH58TAG7S2FBA89,BGA,6,128,8DP,96,96,187557552,,,,,,,No,No,MP1p1,MP2,2Q-4C-2D-3L,6,20000,FC00,No,PP-C00478,PP-R00478,Y,External,Universal,0,B01
C22131,22131,SF-2281,SF-2281 120GB Toshiba32 SLC BGA 8xTH58TAG7S2FBA89,Toshiba,32,SLC,TH58TAG7S2FBA89,BGA,8,128,8DP,128,120,234441648,,,,,,,No,Yes,RC2,MP2,2Q-4C-2D-4L,6,20000,FC00,No,PP-C00479,PP-R00479,Y,External,Universal,2,B01
C22132,22132,SF-2281,SF-2281 128GB Toshiba32 SLC BGA 8xTH58TAG7S2FBA89 (RAISE OFF),Toshiba,32,SLC,TH58TAG7S2FBA89,BGA,8,128,8DP,128,128,250069680,,,,,,,No,No,RC2,MP2,2Q-4C-2D-4L,6,20000,FC00,No,PP-C00479,PP-R00479,Y,External,Universal,2,B01
C22133,22133,SF-2281,SF-2281 256GB Intel25 ccMLC TSOP 8xJS29F32B08JCME2 (RAISE OFF),Intel,25,ccMLC,JS29F32B08JCME2,TSOP,8,256,QDP,256,256,500118192,,,,,,,No,No,RC1,MP1,2Q-4C-1D-4L,6,20000,FC00,No,PP-C00430,PP-R00430,Y,External,Universal,2,B01
C22134,22134,SF-2281,SF-2281 512GB Intel25 ccMLC TSOP 16xJS29F32B08JCME2 (RAISE OFF),Intel,25,ccMLC,JS29F32B08JCME2,TSOP,16,256,QDP,512,512,1000215216,,,,,,,No,No,RC1,MP1,2Q-8C-1D-4L,6,20000,FC00,No,PP-C00432,PP-R00432,Y,External,Universal,2,B01
C22135,22135,SF-2281,SF-2281 25GB Micron34 MLC BGA 4xMT29F64G08CECBBH1,Micron,34,MLC,MT29F64G08CECBBH1,BGA,4,64,DDP,32,25,48858768,,,,,,,No,Yes,RC1,None,2Q-1C-1D-4L,6,20000,FC00,No,PP-C00480,PP-R00480,Y,External,WD,0,B01
C22136,22136,SF-2281,SF-2281 32GB Micron34 MLC BGA 4xMT29F64G08CECBBH1 (RAISE OFF),Micron,34,MLC,MT29F64G08CECBBH1,BGA,4,64,DDP,32,32,62533296,,,,,,,No,No,RC1,None,2Q-1C-1D-4L,6,20000,FC00,No,PP-C00480,PP-R00480,Y,External,WD,0,B01
C22137,22137,SF-2281,SF-2281 60GB Micron34 MLC BGA 8xMT29F64G08CECBBH1,Micron,34,MLC,MT29F64G08CECBBH1,BGA,8,64,DDP,64,60,117231408,,,,,,,No,Yes,RC1,None,2Q-2C-1D-4L,6,20000,FC00,No,PP-C00481,PP-R00481,Y,External,WD,0,B01
C22138,22138,SF-2281,SF-2281 64GB Micron34 MLC BGA 8xMT29F64G08CECBBH1 (RAISE OFF),Micron,34,MLC,MT29F64G08CECBBH1,BGA,8,64,DDP,64,64,125045424,,,,,,,No,No,RC1,None,2Q-2C-1D-4L,6,20000,FC00,No,PP-C00481,PP-R00481,Y,External,WD,0,B01
C22139,22139,SF-2281,SF-2281 60GB Micron34 MLC BGA 4xMT29F128G08CKCBBH2,Micron,34,MLC,MT29F128G08CKCBBH2,BGA,4,128,QDP,64,60,117231408,,,,,,,No,Yes,RC1,None,2Q-1C-2D-4L,6,20000,FC00,No,PP-C00482,PP-R00482,Y,External,WD,0,B01
C22140,22140,SF-2281,SF-2281 64GB Micron34 MLC BGA 4xMT29F128G08CKCBBH2 (RAISE OFF),Micron,34,MLC,MT29F128G08CKCBBH2,BGA,4,128,QDP,64,64,125045424,,,,,,,No,No,RC1,None,2Q-1C-2D-4L,6,20000,FC00,No,PP-C00482,PP-R00482,Y,External,WD,0,B01
C22141,22141,SF-2281,SF-2281 120GB Micron34 MLC BGA 8xMT29F128G08CKCBBH2,Micron,34,MLC,MT29F128G08CKCBBH2,BGA,8,128,QDP,128,120,234441648,,,,,,,No,Yes,RC1,None,2Q-2C-2D-4L,6,20000,FC00,No,PP-C00483,PP-R00483,Y,External,WD,0,B01
C22142,22142,SF-2281,SF-2281 128GB Micron34 MLC BGA 8xMT29F128G08CKCBBH2 (RAISE OFF),Micron,34,MLC,MT29F128G08CKCBBH2,BGA,8,128,QDP,128,128,250069680,,,,,,,No,No,RC1,None,2Q-2C-2D-4L,6,20000,FC00,No,PP-C00483,PP-R00483,Y,External,WD,0,B01
C22143,22143,SF-2281,SF-2281 120GB Micron34 MLC BGA 4xMT29F256G08CUCBBH3,Micron,34,MLC,MT29F256G08CUCBBH3,BGA,4,256,8DP,128,120,234441648,,,,,,,No,Yes,RC1,None,2Q-2C-2D-4L,6,20000,FC00,No,PP-C00483,PP-R00483,Y,External,WD,0,B01
C22144,22144,SF-2281,SF-2281 128GB Micron34 MLC BGA 4xMT29F256G08CUCBBH3 (RAISE OFF),Micron,34,MLC,MT29F256G08CUCBBH3,BGA,4,256,8DP,128,128,250069680,,,,,,,No,No,RC1,None,2Q-2C-2D-4L,6,20000,FC00,No,PP-C00483,PP-R00483,Y,External,WD,0,B01
C22145,22145,SF-2281,SF-2281 240GB Micron34 MLC BGA 8xMT29F256G08CUCBBH3,Micron,34,MLC,MT29F256G08CUCBBH3,BGA,8,256,8DP,256,240,468862128,,,,,,,No,Yes,RC1,None,2Q-4C-2D-4L,6,20000,FC00,No,PP-C00484,PP-R00484,Y,External,WD,0,B01
C22146,22146,SF-2281,SF-2281 256GB Micron34 MLC BGA 8xMT29F256G08CUCBBH3 (RAISE OFF),Micron,34,MLC,MT29F256G08CUCBBH3,BGA,8,256,8DP,256,256,500118192,,,,,,,No,No,RC1,None,2Q-4C-2D-4L,6,20000,FC00,No,PP-C00484,PP-R00484,Y,External,WD,0,B01
C22147,22147,SF-2281,SF-2281 32GB Toshiba32 hMLC BGA 4xTH58TAG6D2FBA49 (RAISE OFF),Toshiba,32,hMLC,TH58TAG6D2FBA49,BGA,4,64,DDP,32,32,62533296,,,,,,,No,No,RC1,MP1,2Q-1C-1D-4L,6,20000,FC00,No,PP-C00001,PP-R00001,Y,External,Universal,2,B01
C22148,22148,SF-2281,SF-2281 64GB Toshiba32 hMLC BGA 8xTH58TAG6D2FBA49 (RAISE OFF),Toshiba,32,hMLC,TH58TAG6D2FBA49,BGA,8,64,DDP,64,64,125045424,,,,,,,No,No,RC1,MP1,2Q-2C-1D-4L,6,20000,FC00,No,PP-C00003,PP-R00003,Y,External,Universal,2,B01
C22149,22149,SF-2281,SF-2281 128GB Toshiba32 hMLC BGA 16xTH58TAG6D2FBA49 (RAISE OFF),Toshiba,32,hMLC,TH58TAG6D2FBA49,BGA,16,64,DDP,128,128,250069680,,,,,,,No,No,RC1,MP1,2Q-4C-1D-4L-S,6,20000,FC00,No,PP-C00497,PP-R00497,Y,External,Universal,2,B01
C22150,22150,SF-2281,SF-2281 64GB Toshiba32 hMLC BGA 4xTH58TAG7D2FBA89 (RAISE OFF),Toshiba,32,hMLC,TH58TAG7D2FBA89,BGA,4,128,QDP,64,64,125045424,,,,,,,No,No,RC1,MP1,2Q-2C-1D-4L,6,20000,FC00,No,PP-C00003,PP-R00003,Y,External,Universal,2,B01
C22151,22151,SF-2281,SF-2281 96GB Toshiba32 hMLC BGA 6xTH58TAG7D2FBA89 (RAISE OFF),Toshiba,32,hMLC,TH58TAG7D2FBA89,BGA,6,128,QDP,96,96,187557552,,,,,,,No,No,MP1p1,MP2,2Q-4C-1D-3L,6,20000,FC00,No,PP-C00004,PP-R00004,Y,External,Universal,0,B01
C22152,22152,SF-2281,SF-2281 128GB Toshiba32 hMLC BGA 8xTH58TAG7D2FBA89 (RAISE OFF),Toshiba,32,hMLC,TH58TAG7D2FBA89,BGA,8,128,QDP,128,128,250069680,,,,,,,No,No,RC1,MP1,2Q-4C-1D-4L,6,20000,FC00,No,PP-C00005,PP-R00005,Y,External,Universal,2,B01
C22153,22153,SF-2281,SF-2281 192GB Toshiba32 hMLC BGA 12xTH58TAG7D2FBA89 (RAISE OFF),Toshiba,32,hMLC,TH58TAG7D2FBA89,BGA,12,128,QDP,192,192,375093936,,,,,,,No,No,MP1p1,MP2,2Q-8C-1D-3L,6,20000,FC00,No,PP-C00006,PP-R00006,Y,External,Universal,0,B01
C22154,22154,SF-2281,SF-2281 256GB Toshiba32 hMLC BGA 16xTH58TAG7D2FBA89 (RAISE OFF),Toshiba,32,hMLC,TH58TAG7D2FBA89,BGA,16,128,QDP,256,256,500118192,,,,,,,No,No,RC1,MP1,2Q-8C-1D-4L,6,20000,FC00,No,PP-C00007,PP-R00007,Y,External,Universal,2,B01
C22155,22155,SF-2281,SF-2281 128GB Toshiba32 hMLC BGA 4xTH58TAG8D2FBA89 (RAISE OFF),Toshiba,32,hMLC,TH58TAG8D2FBA89,BGA,4,256,8DP,128,128,250069680,,,,,,,No,No,RC1,MP1,2Q-2C-2D-4L,6,20000,FC00,No,PP-C00009,PP-R00009,Y,External,Universal,2,B01
C22156,22156,SF-2281,SF-2281 192GB Toshiba32 hMLC BGA 6xTH58TAG8D2FBA89 (RAISE OFF),Toshiba,32,hMLC,TH58TAG8D2FBA89,BGA,6,256,8DP,192,192,375093936,,,,,,,No,No,MP1p1,MP2,2Q-4C-2D-3L,6,20000,FC00,No,PP-C00010,PP-R00010,Y,External,Universal,0,B01
C22157,22157,SF-2281,SF-2281 256GB Toshiba32 hMLC BGA 8xTH58TAG8D2FBA89 (RAISE OFF),Toshiba,32,hMLC,TH58TAG8D2FBA89,BGA,8,256,8DP,256,256,500118192,,,,,,,No,No,RC1,MP1,2Q-4C-2D-4L,6,20000,FC00,No,PP-C00011,PP-R00011,Y,External,Universal,2,B01
C22158,22158,SF-2281,SF-2281 64GB Micron25 MLC BGA 8xMT29F64G08CBCABH1 (RAISE OFF),Micron,25,MLC,MT29F64G08CBCABH1,BGA,8,64,SDP,64,64,125045424,,,,,,,No,No,RC1,MP1,2Q-1C-1D-4L,6,20000,FC00,No,PP-C00063,PP-R00063,Y,External,Universal,2,B01
C22159,22159,SF-2281,SF-2281 128GB Micron25 MLC BGA 16xMT29F64G08CBCABH1 (RAISE OFF),Micron,25,MLC,MT29F64G08CBCABH1,BGA,16,64,SDP,128,128,250069680,,,,,,,No,No,None,None,2Q-2C-1D-4L,6,20000,FC00,No,PP-C00065,PP-R00065,N,None,None,0,B01
C22160,22160,SF-2281,SF-2281 64GB Micron25 MLC BGA 4xMT29F128G08CECABH1 (RAISE OFF),Micron,25,MLC,MT29F128G08CECABH1,BGA,4,128,DDP,64,64,125045424,,,,,,,No,No,RC1,MP1,2Q-1C-1D-4L,6,20000,FC00,No,PP-C00063,PP-R00063,Y,External,Universal,2,B01
C22161,22161,SF-2281,SF-2281 128GB Micron25 MLC BGA 8xMT29F128G08CECABH1 (RAISE OFF),Micron,25,MLC,MT29F128G08CECABH1,BGA,8,128,DDP,128,128,250069680,,,,,,,No,No,RC1,MP1,2Q-2C-1D-4L,6,20000,FC00,No,PP-C00065,PP-R00065,Y,External,Universal,2,B01
C22162,22162,SF-2281,SF-2281 256GB Micron25 MLC BGA 16xMT29F128G08CECABH1 (RAISE OFF),Micron,25,MLC,MT29F128G08CECABH1,BGA,16,128,DDP,256,256,500118192,,,,,,,No,No,RC1,MP1,2Q-4C-1D-4L-S,6,20000,FC00,No,PP-C00499,PP-R00499,Y,External,Universal,2,B01
C22163,22163,SF-2281,SF-2281 512GB Micron25 MLC BGA 16xMT29F256G08CMCABH2 (RAISE OFF),Micron,25,MLC,MT29F256G08CMCABH2,BGA,16,256,QDP,512,512,1000215216,,,,,,,No,No,RC1,MP1,2Q-8C-1D-4L,6,20000,FC00,No,PP-C00069,PP-R00069,Y,External,Universal,2,B01
C22164,22164,SF-2281,SF-2281 24GB Intel25 MLC TSOP 3xJS29F64G08AAME1 (RAISE OFF),Intel,25,MLC,JS29F64G08AAME1,TSOP,3,64,SDP,24,24,46905264,,,,,,,No,No,RC1,TBD,1Q-1C-1D-3L,6,20000,FC00,No,PP-C00686,PP-R00686,Y,External,Universal,0,B01
C22165,22165,SF-2281,SF-2281 32GB Intel25 MLC TSOP 4xJS29F64G08AAME1 (RAISE OFF),Intel,25,MLC,JS29F64G08AAME1,TSOP,4,64,SDP,32,32,62533296,,,,,,,No,No,RC1,TBD,1Q-1C-1D-4L,6,20000,FC00,No,PP-C00687,PP-R00687,Y,External,Universal,0,B01
C22166,22166,SF-2281,SF-2281 48GB Intel25 MLC TSOP 6xJS29F64G08AAME1 (RAISE OFF),Intel,25,MLC,JS29F64G08AAME1,TSOP,6,64,SDP,48,48,93789360,,,,,,,No,No,RC1,TBD,2Q-1C-1D-3L,6,20000,FC00,No,PP-C00688,PP-R00688,Y,External,Universal,0,B01
C22167,22167,SF-2281,SF-2281 64GB Intel25 MLC TSOP 8xJS29F64G08AAME1 (RAISE OFF),Intel,25,MLC,JS29F64G08AAME1,TSOP,8,64,SDP,64,64,125045424,,,,,,,No,No,RC1,TBD,2Q-1C-1D-4L,6,20000,FC00,No,PP-C00689,PP-R00689,Y,External,Universal,0,B01
C22168,22168,SF-2281,SF-2281 96GB Intel25 MLC TSOP 12xJS29F64G08AAME1 (RAISE OFF),Intel,25,MLC,JS29F64G08AAME1,TSOP,12,64,SDP,96,96,187557552,,,,,,,No,No,RC1,TBD,2Q-2C-1D-3L-S,6,20000,FC00,No,PP-C00702,PP-R00702,Y,External,Universal,0,B01
C22169,22169,SF-2281,SF-2281 128GB Intel25 MLC TSOP 16xJS29F64G08AAME1 (RAISE OFF),Intel,25,MLC,JS29F64G08AAME1,TSOP,16,64,SDP,128,128,250069680,,,,,,,No,No,RC1,TBD,2Q-2C-1D-4L-S,6,20000,FC00,No,PP-C00703,PP-R00703,Y,External,Universal,0,B01
C22170,22170,SF-2281,SF-2281 48GB Intel25 MLC TSOP 3xJS29F16B08CAME1 (RAISE OFF),Intel,25,MLC,JS29F16B08CAME1,TSOP,3,128,DDP,48,48,93789360,,,,,,,No,No,RC1,TBD,1Q-2C-1D-3L,6,20000,FC00,No,PP-C00690,PP-R00690,Y,External,Universal,0,B01
C22171,22171,SF-2281,SF-2281 64GB Intel25 MLC TSOP 4xJS29F16B08CAME1 (RAISE OFF),Intel,25,MLC,JS29F16B08CAME1,TSOP,4,128,DDP,64,64,125045424,,,,,,,No,No,RC1,TBD,1Q-2C-1D-4L,6,20000,FC00,No,PP-C00691,PP-R00691,Y,External,Universal,0,B01
C22172,22172,SF-2281,SF-2281 96GB Intel25 MLC TSOP 6xJS29F16B08CAME1 (RAISE OFF),Intel,25,MLC,JS29F16B08CAME1,TSOP,6,128,DDP,96,96,187557552,,,,,,,No,No,RC1,TBD,2Q-2C-1D-3L,6,20000,FC00,No,PP-C00692,PP-R00692,Y,External,Universal,0,B01
C22173,22173,SF-2281,SF-2281 128GB Intel25 MLC TSOP 8xJS29F16B08CAME1 (RAISE OFF),Intel,25,MLC,JS29F16B08CAME1,TSOP,8,128,DDP,128,128,250069680,,,,,,,No,No,RC1,TBD,2Q-2C-1D-4L,6,20000,FC00,No,PP-C00693,PP-R00693,Y,External,Universal,0,B01
C22174,22174,SF-2281,SF-2281 180GB Intel25 MLC TSOP 12xJS29F16B08CAME1,Intel,25,MLC,JS29F16B08CAME1,TSOP,12,128,DDP,192,180,351651888,,,,,,,No,Yes,RC1,TBD,2Q-4C-1D-3L-S,6,20000,FC00,No,PP-C00704,PP-R00704,Y,External,Universal,0,B01
C22175,22175,SF-2281,SF-2281 240GB Intel25 MLC TSOP 16xJS29F16B08CAME1,Intel,25,MLC,JS29F16B08CAME1,TSOP,16,128,DDP,256,240,468862128,,,,,,,No,Yes,RC1,TBD,2Q-4C-1D-4L-S,6,20000,FC00,No,PP-C00705,PP-R00705,Y,External,Universal,0,B01
C22176,22176,SF-2281,SF-2281 96GB Intel25 MLC TSOP 3xJS29F32B08JAME1 (RAISE OFF),Intel,25,MLC,JS29F32B08JAME1,TSOP,3,256,QDP,96,96,187557552,,,,,,,No,No,RC1,TBD,1Q-4C-1D-3L,6,20000,FC00,No,PP-C00694,PP-R00694,Y,External,Universal,0,B01
C22177,22177,SF-2281,SF-2281 128GB Intel25 MLC TSOP 4xJS29F32B08JAME1 (RAISE OFF),Intel,25,MLC,JS29F32B08JAME1,TSOP,4,256,QDP,128,128,250069680,,,,,,,No,No,RC1,TBD,1Q-4C-1D-4L,6,20000,FC00,No,PP-C00695,PP-R00695,Y,External,Universal,0,B01
C22178,22178,SF-2281,SF-2281 180GB Intel25 MLC TSOP 6xJS29F32B08JAME1,Intel,25,MLC,JS29F32B08JAME1,TSOP,6,256,QDP,192,180,351651888,,,,,,,No,Yes,RC1,TBD,2Q-4C-1D-3L,6,20000,FC00,No,PP-C00696,PP-R00696,Y,External,Universal,0,B01
C22179,22179,SF-2281,SF-2281 240GB Intel25 MLC TSOP 8xJS29F32B08JAME1,Intel,25,MLC,JS29F32B08JAME1,TSOP,8,256,QDP,256,240,468862128,,,,,,,No,Yes,RC1,TBD,2Q-4C-1D-4L,6,20000,FC00,No,PP-C00697,PP-R00697,Y,External,Universal,0,B01
C22180,22180,SF-2281,SF-2281 360GB Intel25 MLC TSOP 12xJS29F32B08JAME1,Intel,25,MLC,JS29F32B08JAME1,TSOP,12,256,QDP,384,360,703282608,,,,,,,No,Yes,RC1,TBD,2Q-8C-1D-3L,6,20000,FC00,No,PP-C00698,PP-R00698,Y,External,Universal,0,B01
C22181,22181,SF-2281,SF-2281 480GB Intel25 MLC TSOP 16xJS29F32B08JAME1,Intel,25,MLC,JS29F32B08JAME1,TSOP,16,256,QDP,512,480,937703088,,,,,,,No,Yes,RC1,TBD,2Q-8C-1D-4L,6,20000,FC00,No,PP-C00699,PP-R00699,Y,External,Universal,0,B01
C22182,22182,SF-2281,SF-2281 256GB Intel25 MLC TSOP 8xJS29F32B08JAME1 (RAISE OFF),Intel,25,MLC,JS29F32B08JAME1,TSOP,8,256,QDP,256,256,500118192,,,,,,,No,No,RC1,TBD,2Q-4C-1D-4L,6,20000,FC00,No,PP-C00697,PP-R00697,Y,External,Universal,0,B01
C22183,22183,SF-2281,SF-2281 512GB Intel25 MLC TSOP 16xJS29F32B08JAME1 (RAISE OFF),Intel,25,MLC,JS29F32B08JAME1,TSOP,16,256,QDP,512,512,1000215216,,,,,,,No,No,RC1,TBD,2Q-8C-1D-4L,6,20000,FC00,No,PP-C00699,PP-R00699,Y,External,Universal,0,B01
C22184,22184,SF-2281,SF-2281 120GB Micron25 MLC TSOP 16xMT29F64G08CBAABWP,Micron,25,MLC,MT29F64G08CBAABWP,TSOP,16,64,SDP,128,120,234441648,,,,,,,No,Yes,RC1,MP1,2Q-2C-1D-4L-S,6,20000,FC00,No,PP-C00710,PP-R00710,Y,External,Universal,2,B01
C22185,22185,SF-2281,SF-2281 240GB Micron25 MLC TSOP 16xMT29F128G08CFAABWP,Micron,25,MLC,MT29F128G08CFAABWP,TSOP,16,128,DDP,256,240,468862128,,,,,,,No,Yes,RC1,MP1,2Q-4C-1D-4L-S,6,20000,FC00,No,PP-C00711,PP-R00711,Y,External,Universal,2,B01
C22186,22186,SF-2281,SF-2281 60GB Micron25 MLC TSOP 8xMT29F64G08CBAABWP (RAISE OFF),Micron,25,MLC,MT29F64G08CBAABWP,TSOP,8,64,SDP,64,60,117231408,,,,,,,No,No,RC1,MP1,2Q-1C-1D-4L,6,20000,FC00,No,PP-C00712,PP-R00712,Y,External,Universal,1,B01
C22187,22187,SF-2281,SF-2281 120GB Micron25 MLC TSOP 8xMT29F128G08CFAABWP,Micron,25,MLC,MT29F128G08CFAABWP,TSOP,8,128,DDP,128,120,234441648,,,,,,,No,Yes,RC1,MP1,2Q-2C-1D-4L,6,20000,FC00,No,PP-C00713,PP-R00713,Y,External,Universal,2,B01
C22188,22188,SF-2281,SF-2281 120GB Intel25 MLC TSOP 16xJS29F64G08AAME1,Intel,25,MLC,JS29F64G08AAME1,TSOP,16,64,SDP,128,120,234441648,,,,,,,No,Yes,RC1,TBD,2Q-2C-1D-4L-S,6,20000,FC00,No,PP-C00703,PP-R00703,Y,External,Universal,0,B01
C22189,22189,SF-2281,SF-2281 120GB Micron25 MLC TSOP 16xMT29F64G08CBAAAWP,Micron,25,MLC,MT29F64G08CBAAAWP,TSOP,16,64,SDP,128,120,234441648,,,,,,,No,Yes,RC1,MP1,2Q-2C-1D-4L-S,6,20000,FC00,No,PP-C00714,PP-R00714,Y,External,Universal,0,B01
C22190,22190,SF-2281,SF-2281 120GB Hynix26 MLC BGA 8xH27QDG8VEBIR,Hynix,26,MLC,H27QDG8VEBIR,BGA,8,128,QDP,128,120,234441648,,,,,,,No,Yes,TBD,MP3,2Q-4C-1D-4L,6,20000,FC00,No,PP-C00717,PP-R00717,Y,External,UniversalHynix,1,B01
C22191,22191,SF-2281,SF-2281 240GB Hynix26 MLC BGA 8xH27QEG8YEBJR,Hynix,26,MLC,H27QEG8YEBJR,BGA,8,256,8DP,256,240,468862128,,,,,,,No,Yes,TBD,MP3,2Q-4C-2D-4L,6,20000,FC00,No,PP-C00778,PP-R00778,Y,External,UniversalHynix,0,B01
C22192,22192,SF-2281,SF-2281 240GB Hynix26 MLC BGA 16xH27QDG8VEBIR,Hynix,26,MLC,H27QDG8VEBIR,BGA,16,128,QDP,256,240,468862128,,,,,,,No,Yes,TBD,MP3,2Q-8C-1D-4L,6,20000,FC00,No,PP-C00718,PP-R00718,Y,External,UniversalHynix,0,B01
C22193,22193,SF-2281,SF-2281 240GB Micron25 MLC TSOP 16xMT29F128G08CFAAAWP,Micron,25,MLC,MT29F128G08CFAAAWP,TSOP,16,128,DDP,256,240,468862128,,,,,,,No,Yes,RC1,TBD,2Q-4C-1D-4L-S,6,20000,FC00,No,PP-C00719,PP-R00719,Y,External,Universal,0,B01
C22194,22194,SF-2281,SF-2281 240GB Micron34 MLC BGA 16xMT29F128G08CKCBBH2,Micron,34,MLC,MT29F128G08CKCBBH2,BGA,16,128,QDP,256,240,468862128,,,,,,,No,Yes,RC1,None,2Q-4C-2D-4L-S,6,20000,FC00,No,PP-C00484,PP-R00484,Y,External,WD,0,B01
C22195,22195,SF-2281,SF-2281 256GB Micron34 MLC BGA 16xMT29F128G08CKCBBH2 (RAISE OFF),Micron,34,MLC,MT29F128G08CKCBBH2,BGA,16,128,QDP,256,256,500118192,,,,,,,No,No,RC1,None,2Q-4C-2D-4L-S,6,20000,FC00,No,PP-C00484,PP-R00484,Y,External,WD,0,B01
C22196,22196,SF-2281,SF-2281 120GB Micron34 MLC BGA 16xMT29F64G08CECBBH1,Micron,34,MLC,MT29F64G08CECBBH1,BGA,16,64,DDP,128,120,234441648,,,,,,,No,Yes,MP1,None,2Q-4C-1D-4L-S,6,20000,FC00,No,PP-C00723,PP-R00723,Y,External,WD,0,B01
C22197,22197,SF-2281,SF-2281 128GB Micron34 MLC BGA 16xMT29F64G08CECBBH1 (RAISE OFF),Micron,34,MLC,MT29F64G08CECBBH1,BGA,16,64,DDP,128,128,250069680,,,,,,,No,No,MP1,None,2Q-4C-1D-4L-S,6,20000,FC00,No,PP-C00723,PP-R00723,Y,External,WD,0,B01
